ubs_referencia,localizacao_ubs,link_map_ubs,micro_area,endereco_completo,latitude,longitude,fonte,confianca
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Rua 10, Sao Braz, Nossa Senhora do Socorro - SE",,,,
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Rua 11, Sao Braz, Nossa Senhora do Socorro - SE",,,,
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Rua 12, Sao Braz, Nossa Senhora do Socorro - SE",,,,
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Rua 13, Sao Braz, Nossa Senhora do Socorro - SE",,,,
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Rua 14, Sao Braz, Nossa Senhora do Socorro - SE",,,,
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Rua 15, Sao Braz, Nossa Senhora do Socorro - SE",,,,
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Rua Bras, Sao Braz, Nossa Senhora do Socorro - SE",,,,
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Rua Diego Emerson, Sao Braz, Nossa Senhora do Socorro - SE",,,,
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Av. Eng. Luciano Galvão, Sao Braz, Nossa Senhora do Socorro - SE",,,,
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Rua D3, Sao Braz, Nossa Senhora do Socorro - SE",,,,
