ubs_referencia,localizacao_ubs,link_map_ubs,Microarea,Endereco_Completo
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",2,"Rua A 33, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",3,"Rua 188, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",3,"Rua 189, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",3,"Rua 190, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",3,"Rua 191, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",3,"Rua 192, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",3,"Rua 193, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",3,"Rua 155, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",3,"Rua 156, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",3,"Rua 157, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",3,"Rua 158, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",3,"Rua 159, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",3,"Avenida A 38, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",3,"Rua A 34, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",3,"Rua A 33, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",3,"Travessa Caik, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",3,"Av. Perimetral F, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",3,"Rua 113, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",3,"Travessa Altair, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",4,"Rua 149, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",4,"Rua 150, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",4,"Rua 151, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",4,"Rua 152, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",4,"Rua 153, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",4,"Rua 154, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",4,"Rua A 41, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",4,"Rua A 39, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",4,"Rua 165, Albano Franco, Nossa Senhora do Socorro - SE"
Heitor Dias Soares,"Av. A 38, S/N - Albano Franco, Nossa Sra. do Socorro - SE, 49153-276","https://www.google.com/maps/place/UBS+Heitor+Dias+Soares/@-10.8333811,-37.0663536,17z/data=!4m10!1m2!2m1!1subs+heitor+dias+soares!3m6!1s0x7054c42d3e2903f:0xe85c830499b5c744!8m2!3d-10.8333527!4d-37.0637841!15sChZ1YnMgaGVpdG9yIGRpYXMgc29hcmVzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11dylzhr21?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",4,"Rua 166, Albano Franco, Nossa Senhora do Socorro - SE"
