ubs_referencia,localizacao_ubs,link_map_ubs,micro_area,endereco_completo
Alcino Correia dos Santos,"Povoado Bita - Bita, Nossa Sra. do Socorro - SE, 49160-000","https://www.google.com/maps/place/U.B.S.+ALCINO+CORREIA+DOS+SANTOS/@-10.878673,-37.1846542,17z/data=!3m1!4b1!4m6!3m5!1s0x71aadb0954bdc0d:0x9353fe7ae59d4006!8m2!3d-10.878673!4d-37.1820793!16s%2Fg%2F11s3dfhwv4!5m1!1e4?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",3,"Avenida Principal, Bita, Nossa Senhora do Socorro - SE"
Alcino Correia dos Santos,"Povoado Bita - Bita, Nossa Sra. do Socorro - SE, 49160-000","https://www.google.com/maps/place/U.B.S.+ALCINO+CORREIA+DOS+SANTOS/@-10.878673,-37.1846542,17z/data=!3m1!4b1!4m6!3m5!1s0x71aadb0954bdc0d:0x9353fe7ae59d4006!8m2!3d-10.878673!4d-37.1820793!16s%2Fg%2F11s3dfhwv4!5m1!1e4?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",3,"Rua Mucuri de Fora, Bita, Nossa Senhora do Socorro - SE"
Alcino Correia dos Santos,"Povoado Bita - Bita, Nossa Sra. do Socorro - SE, 49160-000","https://www.google.com/maps/place/U.B.S.+ALCINO+CORREIA+DOS+SANTOS/@-10.878673,-37.1846542,17z/data=!3m1!4b1!4m6!3m5!1s0x71aadb0954bdc0d:0x9353fe7ae59d4006!8m2!3d-10.878673!4d-37.1820793!16s%2Fg%2F11s3dfhwv4!5m1!1e4?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",3,"Fazendinha, Bita, Nossa Senhora do Socorro - SE"
